record_id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,scenario_id,scenario_type,fraud_reason,severity,previous_activity_step,last_observed_step,dormant_gap,historical_gap,balance_usage_ratio
S07_000644,177,TRANSFER,146690.33,C696014007,586761.32,440070.99,C_SYN_683209516,0.0,146690.33,1,0,S07_00644,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,40,40,137,0,0.25
S07_000645,396,TRANSFER,63600.81,C1318567334,254403.24,190802.43,C_SYN_692648639,0.0,63600.81,1,0,S07_00645,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,301,301,95,0,0.25
S07_000646,431,TRANSFER,347598.23,C140527522,11611357.1,11263758.87,C_SYN_731625852,0.0,347598.23,1,0,S07_00646,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,332,332,99,0,0.0299
S07_000647,369,TRANSFER,588749.51,C1712743908,10947167.3,10358417.79,C_SYN_598813052,0.0,588749.51,1,0,S07_00647,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,278,278,91,0,0.0538
S07_000648,523,CASH_OUT,383938.99,C1994819378,1535755.96,1151816.97,C_SYN_933772165,0.0,383938.99,1,0,S07_00648,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,373,373,150,0,0.25
S07_000649,310,CASH_OUT,103193.86,C1935011184,412775.44,309581.58,C_SYN_264950092,0.0,103193.86,1,0,S07_00649,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,188,188,122,0,0.25
S07_000650,466,CASH_OUT,78330.2,C725879863,313320.8,234990.6,C_SYN_488209647,0.0,78330.2,1,0,S07_00650,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,400,400,66,0,0.25
S07_000651,388,CASH_OUT,82167.4,C1190331725,328669.6,246502.2,C_SYN_238545036,0.0,82167.4,1,0,S07_00651,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,302,302,86,0,0.25
S07_000652,459,TRANSFER,346428.6,C1505570628,1385714.4,1039285.8,C_SYN_917939378,0.0,346428.6,1,0,S07_00652,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,357,357,102,0,0.25
S07_000653,307,TRANSFER,91769.5,C147972616,367078.0,275308.5,C_SYN_860943353,0.0,91769.5,1,0,S07_00653,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,226,226,81,0,0.25
S07_000654,439,CASH_OUT,102462.88,C506080923,409851.52,307388.64,C_SYN_347857510,0.0,102462.88,1,0,S07_00654,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,369,369,70,0,0.25
S07_000655,464,TRANSFER,546166.7,C552904611,3489006.7,2942840.0,C_SYN_933411554,0.0,546166.7,1,0,S07_00655,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,323,323,141,0,0.1565
S07_000656,394,PAYMENT,515400.01,C2070466057,3979972.39,3464572.38,C_SYN_239106812,0.0,515400.01,1,0,S07_00656,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,334,334,60,0,0.1295
S07_000657,391,CASH_OUT,394246.7,C1367765886,1576986.8,1182740.1,C_SYN_397973496,0.0,394246.7,1,0,S07_00657,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,260,260,131,0,0.25
S07_000658,225,TRANSFER,295624.7,C1705251604,1182498.8,886874.1,C_SYN_735587079,0.0,295624.7,1,0,S07_00658,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,139,139,86,0,0.25
S07_000659,410,PAYMENT,370275.0,C1738818630,1481100.0,1110825.0,C_SYN_668535038,0.0,370275.0,1,0,S07_00659,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,260,260,150,0,0.25
S07_000660,188,TRANSFER,92314.95,C1070826325,921814.73,829499.78,C_SYN_243394476,0.0,92314.95,1,0,S07_00660,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,41,41,147,0,0.1001
S07_000661,297,TRANSFER,93300.22,C1499168463,373200.88,279900.66,C_SYN_311838438,0.0,93300.22,1,0,S07_00661,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,227,227,70,0,0.25
S07_000662,389,TRANSFER,119609.88,C1158962106,478439.52,358829.64,C_SYN_645849901,0.0,119609.88,1,0,S07_00662,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,284,284,105,0,0.25
S07_000663,319,PAYMENT,101743.96,C131905145,406975.84,305231.88,C_SYN_155415449,0.0,101743.96,1,0,S07_00663,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,253,253,66,0,0.25
S07_000664,383,TRANSFER,813608.3,C712936503,3254433.2,2440824.9,C_SYN_481099006,0.0,813608.3,1,0,S07_00664,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,282,282,101,0,0.25
S07_000665,163,TRANSFER,70757.34,C1432869950,283029.36,212272.02,C_SYN_150672855,0.0,70757.34,1,0,S07_00665,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,39,39,124,0,0.25
S07_000666,277,CASH_OUT,256960.36,C509929514,1027841.44,770881.08,C_SYN_582187762,0.0,256960.36,1,0,S07_00666,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,153,153,124,0,0.25
S07_000667,116,TRANSFER,370150.24,C951697474,1480600.96,1110450.72,C_SYN_776819025,0.0,370150.24,1,0,S07_00667,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,14,14,102,0,0.25
S07_000668,60,PAYMENT,95823.11,C1929972952,383292.44,287469.33,C_SYN_961031471,0.0,95823.11,1,0,S07_00668,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,7,7,53,0,0.25
S07_000669,324,TRANSFER,763900.69,C661918932,3055602.76,2291702.07,C_SYN_516478064,0.0,763900.69,1,0,S07_00669,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,230,230,94,0,0.25
S07_000670,221,TRANSFER,583185.09,C1254070808,2332740.36,1749555.27,C_SYN_125974082,0.0,583185.09,1,0,S07_00670,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,153,153,68,0,0.25
S07_000671,236,CASH_OUT,88345.46,C836274504,353381.84,265036.38,C_SYN_857557534,0.0,88345.46,1,0,S07_00671,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,140,140,96,0,0.25
S07_000672,160,CASH_OUT,100919.13,C1598078887,403676.52,302757.39,C_SYN_231208917,0.0,100919.13,1,0,S07_00672,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,15,15,145,0,0.25
S07_000673,198,CASH_OUT,366802.93,C16401101,1467211.72,1100408.79,C_SYN_312152445,0.0,366802.93,1,0,S07_00673,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,139,139,59,0,0.25
S07_000674,490,PAYMENT,356387.82,C265673877,1425551.28,1069163.46,C_SYN_222742045,0.0,356387.82,1,0,S07_00674,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,375,375,115,0,0.25
S07_000675,291,PAYMENT,103767.48,C146692851,415069.92,311302.44,C_SYN_859441671,0.0,103767.48,1,0,S07_00675,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,207,207,84,0,0.25
S07_000676,331,CASH_OUT,502422.43,C1002700139,13274667.72,12772245.29,C_SYN_289674050,0.0,502422.43,1,0,S07_00676,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,211,211,120,0,0.0378
S07_000677,271,TRANSFER,813608.3,C2146859057,3254433.2,2440824.9,C_SYN_713537316,0.0,813608.3,1,0,S07_00677,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,185,185,86,0,0.25
S07_000678,313,CASH_OUT,96460.27,C1684783636,385841.08,289380.81,C_SYN_354189768,0.0,96460.27,1,0,S07_00678,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,259,259,54,0,0.25
S07_000679,317,TRANSFER,87805.88,C1125872134,351223.52,263417.64,C_SYN_480554343,0.0,87805.88,1,0,S07_00679,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,233,233,84,0,0.25
S07_000680,282,TRANSFER,276539.29,C695022338,1106157.16,829617.87,C_SYN_904904195,0.0,276539.29,1,0,S07_00680,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,187,187,95,0,0.25
S07_000681,384,CASH_OUT,76805.92,C1900710672,307223.68,230417.76,C_SYN_576733186,0.0,76805.92,1,0,S07_00681,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,260,260,124,0,0.25
S07_000682,227,PAYMENT,91301.83,C1700747377,365207.32,273905.49,C_SYN_126150956,0.0,91301.83,1,0,S07_00682,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,133,133,94,0,0.25
S07_000683,253,CASH_OUT,813608.3,C945136802,3254433.2,2440824.9,C_SYN_585037712,0.0,813608.3,1,0,S07_00683,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,188,188,65,0,0.25
S07_000684,202,TRANSFER,155702.66,C1783290288,8226367.64,8070664.98,C_SYN_723614273,0.0,155702.66,1,0,S07_00684,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,137,137,65,0,0.0189
S07_000685,123,TRANSFER,74582.12,C1382996369,298328.48,223746.36,C_SYN_587052577,0.0,74582.12,1,0,S07_00685,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,18,18,105,0,0.25
S07_000686,441,TRANSFER,153841.19,C638608060,615364.76,461523.57,C_SYN_766161021,0.0,153841.19,1,0,S07_00686,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,305,305,136,0,0.25
S07_000687,398,TRANSFER,813608.3,C264722416,3254433.2,2440824.9,C_SYN_496128038,0.0,813608.3,1,0,S07_00687,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,256,256,142,0,0.25
S07_000688,362,TRANSFER,102984.81,C1530741455,411939.24,308954.43,C_SYN_544499476,0.0,102984.81,1,0,S07_00688,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,283,283,79,0,0.25
S07_000689,507,PAYMENT,320193.68,C5022339,1280774.72,960581.04,C_SYN_906778910,0.0,320193.68,1,0,S07_00689,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,401,401,106,0,0.25
S07_000690,603,PAYMENT,80982.23,C1185019543,323928.92,242946.69,C_SYN_468786441,0.0,80982.23,1,0,S07_00690,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,522,522,81,0,0.25
S07_000691,398,TRANSFER,88781.6,C740660661,355126.4,266344.8,C_SYN_212865137,0.0,88781.6,1,0,S07_00691,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,297,297,101,0,0.25
S07_000692,378,CASH_OUT,813608.3,C1690825927,3254433.2,2440824.9,C_SYN_325489941,0.0,813608.3,1,0,S07_00692,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,276,276,102,0,0.25
S07_000693,337,TRANSFER,100401.27,C2098062189,401605.08,301203.81,C_SYN_191952593,0.0,100401.27,1,0,S07_00693,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,211,211,126,0,0.25
S07_000694,821,CASH_OUT,125710.11,C1138069061,502840.44,377130.33,C_SYN_416874487,0.0,125710.11,1,0,S07_00694,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,694,694,127,0,0.25
S07_000695,714,TRANSFER,79033.72,C2142235436,316134.88,237101.16,C_SYN_541300408,0.0,79033.72,1,0,S07_00695,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,589,589,125,0,0.25
S07_000696,497,CASH_OUT,239387.87,C241318381,957551.48,718163.61,C_SYN_212397407,0.0,239387.87,1,0,S07_00696,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,355,355,142,0,0.25
S07_000697,368,TRANSFER,507867.33,C1343294051,2031469.32,1523601.99,C_SYN_116406440,0.0,507867.33,1,0,S07_00697,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,232,232,136,0,0.25
S07_000698,414,PAYMENT,785452.51,C1579547705,8694534.36,7909081.85,C_SYN_537624458,0.0,785452.51,1,0,S07_00698,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,301,301,113,0,0.0903
S07_000699,320,TRANSFER,315572.66,C1298600969,1262290.64,946717.98,C_SYN_600569761,0.0,315572.66,1,0,S07_00699,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,252,252,68,0,0.25
S07_000700,530,TRANSFER,691130.0,C2082921191,2764520.0,2073390.0,C_SYN_889489804,0.0,691130.0,1,0,S07_00700,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,399,399,131,0,0.25
S07_000701,244,TRANSFER,412862.09,C1773686552,1651448.36,1238586.27,C_SYN_483495588,0.0,412862.09,1,0,S07_00701,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,139,139,105,0,0.25
S07_000702,316,CASH_OUT,781079.83,C1365134926,3124319.32,2343239.49,C_SYN_873828411,0.0,781079.83,1,0,S07_00702,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,177,177,139,0,0.25
S07_000703,411,CASH_OUT,813608.3,C1666855095,3254433.2,2440824.9,C_SYN_118173652,0.0,813608.3,1,0,S07_00703,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,352,352,59,0,0.25
S07_000704,550,TRANSFER,189644.52,C1117151519,758578.08,568933.56,C_SYN_147406955,0.0,189644.52,1,0,S07_00704,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,400,400,150,0,0.25
S07_000705,298,TRANSFER,101530.85,C1947227799,406123.4,304592.55,C_SYN_181467080,0.0,101530.85,1,0,S07_00705,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,202,202,96,0,0.25
S07_000706,502,TRANSFER,813608.3,C542925355,3254433.2,2440824.9,C_SYN_306957353,0.0,813608.3,1,0,S07_00706,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,370,370,132,0,0.25
S07_000707,361,TRANSFER,241951.53,C1758390721,967806.12,725854.59,C_SYN_597443839,0.0,241951.53,1,0,S07_00707,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,264,264,97,0,0.25
S07_000708,223,TRANSFER,813608.3,C352122809,3254433.2,2440824.9,C_SYN_189252066,0.0,813608.3,1,0,S07_00708,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,156,156,67,0,0.25
S07_000709,399,CASH_OUT,94202.02,C265711675,2409046.08,2314844.06,C_SYN_815131089,0.0,94202.02,1,0,S07_00709,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,279,279,120,0,0.0391
S07_000710,102,CASH_OUT,92211.53,C1947889094,368846.12,276634.59,C_SYN_620385160,0.0,92211.53,1,0,S07_00710,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,22,22,80,0,0.25
S07_000711,332,CASH_OUT,813608.3,C752796025,3254433.2,2440824.9,C_SYN_298601827,0.0,813608.3,1,0,S07_00711,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,229,229,103,0,0.25
S07_000712,406,CASH_OUT,78713.33,C362771672,314853.32,236139.99,C_SYN_876561415,0.0,78713.33,1,0,S07_00712,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,323,323,83,0,0.25
S07_000713,402,TRANSFER,401321.95,C803721645,1605287.8,1203965.85,C_SYN_722051307,0.0,401321.95,1,0,S07_00713,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,350,350,52,0,0.25
S07_000714,482,TRANSFER,156381.72,C441053960,625526.88,469145.16,C_SYN_702218851,0.0,156381.72,1,0,S07_00714,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,379,379,103,0,0.25
S07_000715,278,TRANSFER,90018.58,C837823034,360074.32,270055.74,C_SYN_414861616,0.0,90018.58,1,0,S07_00715,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,130,130,148,0,0.25
S07_000716,496,TRANSFER,813608.3,C369587655,3254433.2,2440824.9,C_SYN_907644745,0.0,813608.3,1,0,S07_00716,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,403,403,93,0,0.25
S07_000717,418,TRANSFER,97139.03,C1303242488,388556.12,291417.09,C_SYN_999293008,0.0,97139.03,1,0,S07_00717,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,345,345,73,0,0.25
S07_000718,321,TRANSFER,622716.81,C1419629714,2490867.24,1868150.43,C_SYN_762669422,0.0,622716.81,1,0,S07_00718,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,237,237,84,0,0.25
S07_000719,361,PAYMENT,165832.12,C150933515,663328.48,497496.36,C_SYN_648239768,0.0,165832.12,1,0,S07_00719,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,258,258,103,0,0.25
S07_000720,132,TRANSFER,381392.3,C1319333379,17012757.01,16631364.71,C_SYN_203042203,0.0,381392.3,1,0,S07_00720,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,18,18,114,0,0.0224
S07_000721,276,CASH_OUT,257753.71,C1358435836,1031014.84,773261.13,C_SYN_639234074,0.0,257753.71,1,0,S07_00721,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,135,135,141,0,0.25
S07_000722,285,TRANSFER,78208.41,C1901063548,324933.0,246724.59,C_SYN_605662184,0.0,78208.41,1,0,S07_00722,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,177,177,108,0,0.2407
S07_000723,266,TRANSFER,63043.98,C1570963601,269913.94,206869.96,C_SYN_286009076,0.0,63043.98,1,0,S07_00723,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,210,210,56,0,0.2336
S07_000724,312,TRANSFER,71589.88,C728368422,1548588.76,1476998.88,C_SYN_709283896,0.0,71589.88,1,0,S07_00724,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,205,205,107,0,0.0462
S07_000725,388,CASH_OUT,238408.42,C649598414,7342078.34,7103669.92,C_SYN_729035491,0.0,238408.42,1,0,S07_00725,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,259,259,129,0,0.0325
S07_000726,326,PAYMENT,63295.01,C1740642133,253180.04,189885.03,C_SYN_738062922,0.0,63295.01,1,0,S07_00726,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,226,226,100,0,0.25
S07_000727,541,TRANSFER,74409.87,C666284688,297639.48,223229.61,C_SYN_989465900,0.0,74409.87,1,0,S07_00727,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,403,403,138,0,0.25
S07_000728,442,TRANSFER,91816.1,C1851428434,367264.4,275448.3,C_SYN_904784284,0.0,91816.1,1,0,S07_00728,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,326,326,116,0,0.25
S07_000729,482,TRANSFER,405186.36,C374189042,1620745.44,1215559.08,C_SYN_837197995,0.0,405186.36,1,0,S07_00729,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,356,356,126,0,0.25
S07_000730,458,PAYMENT,72250.22,C1498153290,289000.88,216750.66,C_SYN_232015927,0.0,72250.22,1,0,S07_00730,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,400,400,58,0,0.25
S07_000731,380,CASH_OUT,102311.28,C1301069585,409245.12,306933.84,C_SYN_424721179,0.0,102311.28,1,0,S07_00731,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,256,256,124,0,0.25
S07_000732,367,TRANSFER,143143.56,C668752710,572574.24,429430.68,C_SYN_614256070,0.0,143143.56,1,0,S07_00732,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,259,259,108,0,0.25
S07_000733,254,TRANSFER,94773.41,C1769904560,379093.64,284320.23,C_SYN_436289068,0.0,94773.41,1,0,S07_00733,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,180,180,74,0,0.25
S07_000734,409,TRANSFER,84219.09,C547061059,336876.36,252657.27,C_SYN_771822915,0.0,84219.09,1,0,S07_00734,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,307,307,102,0,0.25
S07_000735,161,PAYMENT,498122.75,C1279859333,1992491.0,1494368.25,C_SYN_508847408,0.0,498122.75,1,0,S07_00735,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,37,37,124,0,0.25
S07_000736,369,PAYMENT,92432.84,C591391376,369731.36,277298.52,C_SYN_266700600,0.0,92432.84,1,0,S07_00736,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,232,232,137,0,0.25
S07_000737,262,PAYMENT,64898.92,C337387752,300251.0,235352.08,C_SYN_732661744,0.0,64898.92,1,0,S07_00737,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,167,167,95,0,0.2161
S07_000738,157,PAYMENT,207749.84,C1499333010,830999.36,623249.52,C_SYN_811427744,0.0,207749.84,1,0,S07_00738,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,33,33,124,0,0.25
S07_000739,300,PAYMENT,72363.82,C1736944095,304352.69,231988.87,C_SYN_102592316,0.0,72363.82,1,0,S07_00739,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,153,153,147,0,0.2378
S07_000740,424,PAYMENT,88109.33,C893172584,352437.32,264327.99,C_SYN_867340093,0.0,88109.33,1,0,S07_00740,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,306,306,118,0,0.25
S07_000741,477,TRANSFER,326400.78,C1712127736,1305603.12,979202.34,C_SYN_885188748,0.0,326400.78,1,0,S07_00741,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,350,350,127,0,0.25
S07_000742,397,PAYMENT,98206.53,C1399811581,392826.12,294619.59,C_SYN_998444715,0.0,98206.53,1,0,S07_00742,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,254,254,143,0,0.25
S07_000743,119,CASH_OUT,365526.99,C60799867,1462107.96,1096580.97,C_SYN_285297228,0.0,365526.99,1,0,S07_00743,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,37,37,82,0,0.25
S07_000744,119,TRANSFER,134499.56,C280775708,537998.24,403498.68,C_SYN_567693224,0.0,134499.56,1,0,S07_00744,DORMANT_ACCOUNT_SUDDEN_ACTIVITY,Suspicious transaction occurred after an unusually long period of account inactivity,HIGH,42,42,77,0,0.25
